"","Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces"
"1140","Fox Tail Gluten Free Ale",469,0.05,50,234,"American Pale Ale (APA)",12
"1141","Hop Box Imperial IPA",468,0.093,90,234,"American Double / Imperial IPA",12
"1142","Joseph James American Lager",467,0.052,15,234,"American Adjunct Lager",12
"1143","Sucha Much IPA",2163,0.071,NA,209,"American IPA",12
"1144","Lewbricator Wheat Dopplebock ",2162,0.075,24,209,"Doppelbock",12
"1145","Weisse Versa (2012)",2374,0.052,16,126,"Hefeweizen",12
"1146","Mother in Lager",1560,0.058,25,126,"Munich Dunkel Lager",12
"1147","Weekend Warrior Pale Ale",1557,0.055,40,126,"American Pale Ale (APA)",12
"1148","Karbachtoberfest",1458,0.055,25,126,"Märzen / Oktoberfest",12
"1149","Love Street Summer Seasonal (2014)",1235,0.047,20,126,"Kölsch",12
"1150","Barn Burner Saison",1068,0.066,20,126,"Saison / Farmhouse Ale",12
"1151","Rodeo Clown Double IPA",666,0.095,85,126,"American Double / Imperial IPA",12
"1152","Sympathy for the Lager",465,0.049,45,126,"American Amber / Red Lager",12
"1153","Weisse Versa",464,0.052,15,126,"Hefeweizen",12
"1154","Hopadillo India Pale Ale",463,0.066,70,126,"American IPA",12
"1155","KelSo Nut Brown Lager",1678,0.057,19,343,"Euro Dark Lager",12
"1156","KelSo India Pale Ale",1572,0.06,64,343,"American IPA",12
"1157","KelSo Pilsner",1348,0.055,23,343,"Czech Pilsener",12
"1158","Skilak Scottish Ale",1193,0.058,NA,459,"Scottish Ale",12
"1159","Peninsula Brewers Reserve (PBR)",1187,0.05,15,459,"American Blonde Ale",12
"1160","Sunken Island IPA",349,0.068,NA,459,"American IPA",12
"1161","Skilak Scottish Ale (2011)",348,0.058,NA,459,"Scottish Ale",12
"1162","Cold Smoke Scotch Ale (2007)",760,0.065,11,511,"Scotch Ale / Wee Heavy",16
"1163","Double Haul IPA (2009)",759,0.065,65,511,"American IPA",16
"1164","Double Haul IPA (2006)",758,0.065,65,511,"American IPA",16
"1165","Eddy Out Pale Ale",87,0.055,50,511,"American Pale Ale (APA)",16
"1166","Double Haul IPA",86,0.065,65,511,"American IPA",16
"1167","Cold Smoke Scotch Ale",85,0.065,11,511,"Scotch Ale / Wee Heavy",16
"1168","U. P. Witbier",2472,NA,NA,85,"Witbier",12
"1169","November Gale Pale Ale",779,NA,NA,85,"American Pale Ale (APA)",12
"1170","Olde Ore Dock Scottish Ale",364,NA,NA,85,"Scottish Ale",12
"1171","Widow Maker Black Ale",60,NA,NA,85,"American Brown Ale",12
"1172","Lift Bridge Brown Ale",59,NA,NA,85,"American Brown Ale",12
"1173","Pick Axe Blonde Ale",58,NA,NA,85,"American Blonde Ale",12
"1174","Red Jacket Amber Ale",57,NA,NA,85,"American Amber / Red Ale",12
"1175","Amber Ale",2436,0.051,NA,103,"American Amber / Red Ale",12
"1176","King Street Pilsner",1706,0.055,NA,103,"Czech Pilsener",12
"1177","King Street IPA",1667,0.06,70,103,"American IPA",12
"1178","King Street Hefeweizen",1666,0.057,10,103,"Hefeweizen",12
"1179","King Street Blonde Ale",1665,0.049,NA,103,"American Blonde Ale",12
"1180","India Pale Ale",2460,0.063,65,88,"American IPA",16
"1181","Blackberry Wheat",2459,0.048,11,88,"American Pale Wheat Ale",16
"1182","Longboard Island Lager",1274,0.046,18,440,"American Amber / Red Lager",24
"1183","Longboard Island Lager",1220,0.046,18,440,"American Amber / Red Lager",16
"1184","Longboard Island Lager",1070,0.046,18,440,"American Amber / Red Lager",12
"1185","Longboard Island Lager",590,0.046,18,440,"American Amber / Red Lager",12
"1186","Choc Beer (2003)",781,0.04,9,506,"American Dark Wheat Ale",12
"1187","Bellingham Beer Week 2013 Collaboration",1637,0.08,NA,355,"Belgian Strong Dark Ale",16
"1188","A Slice of Hefen",1741,0.054,15,333,"Hefeweizen",16
"1189","Elevated IPA",664,0.072,100,333,"American IPA",16
"1190","Rumspringa Golden Bock",392,0.066,30,546,"Maibock / Helles Bock",12
"1191","Lancaster German Style Kölsch",195,0.048,28,546,"Kölsch",12
"1192","Beach Cruiser",2547,0.045,NA,60,"Hefeweizen",12
"1193","I.P. Eh!",2493,0.068,NA,60,"American IPA",12
"1194","Schoolhouse Honey",2492,0.05,NA,60,"American Amber / Red Ale",12
"1195","10 Degrees of Separation",2491,0.055,NA,60,"English Brown Ale",12
"1196","Laughing Dog Cream Ale",2108,0.05,12,219,"Cream Ale",12
"1197","Two-One Niner",1397,0.048,9,219,"American Pilsner",12
"1198","Laughing Dog IPA",1396,0.064,66,219,"American IPA",12
"1199","Madra Allta",1675,0.064,95,346,"American IPA",12
"1200","Duluchan India Pale Ale",1249,0.056,70,346,"American IPA",12
"1201","Lazy Monk Bohemian Pilsner",1445,0.05,NA,407,"Czech Pilsener",16
"1202","Yellowstone Golden Ale",475,0.051,NA,538,"Kölsch",12
"1203","Tumbleweed IPA",474,0.057,NA,538,"American IPA",12
"1204","Lewis & Clark Amber Ale",473,0.05,NA,538,"American Amber / Red Ale",12
"1205","Miner's Gold Hefeweizen",472,0.05,NA,538,"Hefeweizen",12
"1206","Back Country Scottish Ale",471,0.057,NA,538,"Scottish Ale",12
"1207","Getaway",2036,0.052,30,245,"German Pilsener",16
"1208","Farm Girl Saison",1168,0.06,30,245,"Saison / Farmhouse Ale",16
"1209","Adam's Stout",1832,0.058,40,299,"American Stout",12
"1210","American Hero",1688,0.057,42,299,"American Amber / Red Ale",12
"1211","Schweet Ale",1687,0.052,20,299,"Fruit / Vegetable Beer",12
"1212","Irregardless IPA",1686,0.065,75,299,"American IPA",12
"1213","Peach Pale Ale",2434,0.057,40,105,"American Pale Ale (APA)",12
"1214","Deadeye Jack",2332,0.06,NA,150,"American Porter",12
"1215","Pistols at Dawn",2330,0.075,NA,150,"American Stout",16
"1216","Peacemaker Pale Ale",2329,0.057,47,150,"American Pale Ale (APA)",12
"1217","Shotgun Betty",2327,0.058,11,150,"Hefeweizen",12
"1218","Sweet Josie",2326,0.061,30,150,"American Brown Ale",12
"1219","Long Trail IPA",1926,0.059,42,269,"English India Pale Ale (IPA)",12
"1220","Long Trail Ale",1924,0.046,30,269,"American Amber / Red Ale",12
"1221","Double Bag",1090,0.072,33,269,"Altbier",16
"1222","Blackbeary Wheat",574,0.04,8,269,"Fruit / Vegetable Beer",12
"1223","Long Trail Ale (1)",573,0.046,30,269,"Altbier",12
"1224","Gose",2584,0.046,8,42,"Gose",16
"1225","Vermont Pilsner",2583,0.048,20,42,"German Pilsener",16
"1226","Mosaic Single Hop IPA",2582,0.055,NA,42,"American IPA",16
"1227","Lost Galaxy",2581,0.045,NA,42,"American IPA",16
"1228","Face Plant IPA",1309,0.062,65,431,"American IPA",12
"1229","Rhino Chasers Pilsner",1308,0.056,55,431,"Czech Pilsener",12
"1230","Slow Hand Stout",1571,0.052,29,378,"American Stout",16
"1231","Hips Don't Lie",1204,0.062,NA,457,"Hefeweizen",16
"1232","Ride Again Pale Ale",1122,0.052,NA,457,"American Pale Ale (APA)",16
"1233","The Farmer's Daughter",700,0.048,NA,457,"American Blonde Ale",16
"1234","Pub Ale",2033,0.038,18,246,"English Dark Mild Ale",12
"1235","Ballistic Blonde",2032,0.051,31,246,"Belgian Pale Ale",12
"1236","Knotty Pine",2311,0.054,NA,159,"American Pale Ale (APA)",12
"1237","Lumberyard Pilsner",1153,0.053,20,159,"American Pilsner",12
"1238","Lumberyard IPA",355,0.061,NA,159,"American IPA",12
"1239","Lumberyard Red Ale",125,0.058,NA,159,"American Amber / Red Ale",12
"1240","Mac's Highlander Pale Ale (2000)",962,0.05,NA,486,"American Pale Ale (APA)",12
"1241","Mac's Scottish Style Amber Ale (2000)",961,0.051,32,486,"American Amber / Red Ale",12
"1242","Macon Progress Ale",1475,0.05,NA,401,"American Pale Ale (APA)",12
"1243","Macon History Ale",1008,0.055,NA,401,"American Brown Ale",12
"1244","Galaxy High",2454,0.099,NA,92,"American Double / Imperial IPA",12
"1245","Sol Drifter",2209,0.043,18,92,"American Blonde Ale",12
"1246","Thunder Snow",2133,0.085,NA,92,"Winter Warmer",12
"1247","The Great Pumpcan",1994,0.079,18,92,"Fruit / Vegetable Beer",16
"1248","LIFT",1816,0.047,11,92,"Kölsch",12
"1249","SPRYE",1815,0.05,40,92,"American Pale Ale (APA)",12
"1250","Psychopathy",1126,0.069,70,92,"American IPA",12
"1251","Gnarly Brown",1125,0.07,32,92,"American Brown Ale",12
"1252","Happy Amber",1124,0.06,30,92,"American Amber / Red Ale",12
"1253","#9",1813,0.051,20,304,"Fruit / Vegetable Beer",16
"1254","Elder Betty",1113,0.055,13,304,"Hefeweizen",12
"1255","#9",360,0.051,20,304,"Fruit / Vegetable Beer",12
"1256","High Country Pilsner (Current)",511,0.042,NA,535,"German Pilsener",12
"1257","Epic IPA",75,0.065,NA,535,"American IPA",12
"1258","Golden Trout Pilsner",74,0.042,NA,535,"German Pilsener",12
"1259","Real McCoy Amber Ale (Current)",73,0.045,NA,535,"American Amber / Red Ale",12
"1260","Festivus (1)",1628,0.072,NA,357,"Winter Warmer",12
"1261","Manayunk Oktoberfest",1626,0.067,NA,357,"Märzen / Oktoberfest",12
"1262","Belgian Style Session Ale",1625,0.045,21,357,"Belgian Pale Ale",12
"1263","Manayunk IPA",1624,0.055,NA,357,"American IPA",12
"1264","Yunkin' Punkin'",1600,0.055,NA,357,"Pumpkin Ale",12
"1265","Summer Paradise",1484,0.05,18,357,"American Pale Wheat Ale",12
"1266","Monk from the 'Yunk",1356,0.09,30,357,"Tripel",12
"1267","Schuylkill Punch",1355,0.06,14,357,"Fruit / Vegetable Beer",12
"1268","Dreamin' Double IPA",1334,0.085,85,357,"American Double / Imperial IPA",12
"1269","Chaotic Double IPA",1674,0.099,93,347,"American Double / Imperial IPA",12
"1270","Manzanita IPA",1673,0.08,88,347,"American IPA",12
"1271","Riverwalk Blonde Ale",1672,0.06,25,347,"American Blonde Ale",12
"1272","Gillespie Brown Ale",1671,0.095,49,347,"American Brown Ale",12
"1273","Manzanita Pale Ale",1670,0.066,44,347,"American Pale Ale (APA)",12
"1274","Marble Pilsner",1262,0.047,NA,444,"German Pilsener",12
"1275","Marble India Pale Ale",845,0.062,NA,444,"American IPA",12
"1276","Toughcats IPA",1783,0.072,NA,318,"American IPA",16
"1277","Tug Pale Ale",1717,0.05,NA,318,"American Pale Ale (APA)",16
"1278","Sexy Chaos",1716,0.099,NA,318,"Russian Imperial Stout",16
"1279","Ace Hole American Pale Ale",1516,0.063,NA,318,"American Pale Ale (APA)",16
"1280","Cant Dog Imperial Pale Ale",725,0.097,NA,318,"American Double / Imperial IPA",16
"1281","River House",2308,0.05,20,162,"Saison / Farmhouse Ale",16
"1282","Pretzel Stout",2268,0.065,47,162,"American Stout",16
"1283","Rubberneck Red",2197,0.05,35,162,"American Amber / Red Ale",16
"1284","The Imperial Texan",2120,0.08,NA,162,"American Double / Imperial IPA",16
"1285","The Imperial Texan",1234,0.08,NA,162,"American Double / Imperial IPA",12
"1286","Day Break 4-Grain Breakfast Beer",1233,0.05,NA,162,"Rye Beer",16
"1287","River House Saison",1232,0.05,NA,162,"Saison / Farmhouse Ale",12
"1288","There Will Be Stout",1231,0.065,NA,162,"American Stout",12
"1289","Our Legacy IPA",1831,0.065,60,300,"American IPA",12
"1290","Saranac Shandy",1359,0.042,NA,300,"Shandy",12
"1291","Our Legacy IPA",1135,0.065,60,300,"American IPA",16
"1292","Saranac Golden Pilsener (2003)",960,0.051,NA,300,"German Pilsener",12
"1293","Saranac Adirondack Light (2002)",959,0.045,NA,300,"Light Lager",12
"1294","DAX Light (1998)",958,0.045,NA,300,"Light Lager",12
"1295","Saranac Traditional Lager (2000)",957,0.048,NA,300,"American Pale Lager",12
"1296","Pomegranate Wheat (2008)",956,0.047,NA,300,"Fruit / Vegetable Beer",12
"1297","Blueberry Blonde Ale",773,0.05,12,300,"American Blonde Ale",12
"1298","Saranac White IPA",686,0.06,NA,300,"American IPA",12
"1299","Saranac Summer Ale (2011)",453,0.047,NA,300,"American Pale Wheat Ale",12
"1300","Saranac Pale Ale (12 oz.)",150,0.055,NA,300,"English Pale Ale",12
"1301","Saranac Pale Ale (16 oz.)",133,0.055,NA,300,"English Pale Ale",16
"1302","Lahaina Town Brown",1578,0.051,20,376,"American Brown Ale",12
"1303","Pau Hana Pilsner",1429,0.055,NA,376,"Czech Pilsener",12
"1304","Lemongrass Saison",1271,0.05,NA,376,"Saison / Farmhouse Ale",12
"1305","Aloha B’ak’tun",713,0.07,NA,376,"Belgian Strong Dark Ale",12
"1306","Liquid Breadfruit",712,0.082,NA,376,"Fruit / Vegetable Beer",12
"1307","Sobrehumano Palena'ole",690,0.06,24,376,"American Amber / Red Ale",12
"1308","La Perouse White",547,0.05,12,376,"Witbier",12
"1309","Flyin' HI.P.Hay",435,0.068,68,376,"American IPA",12
"1310","Mana Wheat",313,0.055,15,376,"American Pale Wheat Ale",12
"1311","Bikini Blonde Lager",33,0.045,18,376,"Munich Helles Lager",12
"1312","CoCoNut Porter",32,0.057,30,376,"American Porter",12
"1313","Big Swell IPA",31,0.062,65,376,"American IPA",12
"1314","Pit Stop Chocolate Porter",1237,0.037,34,449,"American Porter",12
"1315","Pace Setter Belgian Style Wit",1236,0.037,21,449,"Witbier",12
"1316","Back in the Saddle Rye Pale Ale",1047,0.037,53,449,"American Pale Ale (APA)",12
"1317","Bushwhacker Cider",1986,0.069,NA,255,"Cider",16
"1318","Weim-R-Iner",1985,0.069,NA,255,"Cider",16
"1319","Cherry Bomb",1984,0.069,NA,255,"Cider",16
"1320","Tsunami IPA",2186,0.072,75,204,"American IPA",19.2
"1321","Tsunami IPA",2185,0.072,75,204,"American IPA",12
"1322","Humpback Blonde Ale",2184,0.042,22,204,"American Blonde Ale",12
"1323","Hawaiian Crow Porter",2178,0.052,27,204,"American Porter",12
"1324","Volcano Red Ale",2177,0.052,23,204,"American Amber / Red Ale",12
"1325","Mauna Kea Pale Ale",2176,0.054,42,204,"American Pale Ale (APA)",12
"1326","Shark Bait",1508,0.053,11,394,"Fruit / Vegetable Beer",12
"1327","Gator Tail Brown Ale",1507,0.053,30,394,"American Brown Ale",12
"1328","Miami Vice IPA",1506,0.071,62,394,"American IPA",12
"1329","Big Rod Coconut Ale",1325,0.053,16,394,"American Blonde Ale",12
"1330","Mickey Finn's Amber Ale",174,0.056,NA,553,"American Amber / Red Ale",12
"1331","Pleasure Town",2093,0.063,61,224,"American IPA",12
"1332","Pleasure Town IPA",1814,0.063,61,224,"American IPA",12
"1333","Snowshoe White Ale",587,0.048,12,224,"Witbier",12
"1334","Kodiak Brown Ale",586,0.05,24,224,"American Brown Ale",12
"1335","Sockeye Red IPA",434,0.057,70,224,"American IPA",12
"1336","Habitus (2014)",2668,0.08,100,4,"American Double / Imperial IPA",16
"1337","Solis",2667,0.075,85,4,"American IPA",16
"1338","Jucundus",2666,0.06,24,4,"Wheat Ale",16
"1339","Habitus",2664,0.08,100,4,"American Double / Imperial IPA",16
"1340","Grazias",2663,0.063,30,4,"Cream Ale",16
"1341","Claritas",2662,0.058,28,4,"Kölsch",16
"1342","Vinyl Frontier",2535,0.083,NA,66,"American Double / Imperial IPA",24
"1343","Disco Superfly",2534,0.08,NA,66,"American IPA",24
"1344","Misty Mountain Hop",2533,0.075,NA,66,"American IPA",24
"1345","One-Hit Wonderful",2532,0.075,NA,66,"Belgian IPA",24
"1346","En Parfaite Harmonie",2531,0.065,NA,66,"Saison / Farmhouse Ale",24
"1347","Daft Funk",2530,0.043,8,66,"Berliner Weissbier",24
"1348","Love In An Ellavator",2529,0.075,NA,66,"American IPA",24
"1349","Spin Doctor",2528,0.053,NA,66,"American Pale Ale (APA)",24
"1350","Keeper (Current)",1612,0.05,NA,364,"American Pilsner",12
"1351","Better Half",1611,0.068,NA,364,"American IPA",12
"1352","SNO White Ale",1273,0.048,NA,441,"Witbier",16
"1353","BRIK Irish Red Ale",365,0.048,NA,441,"Irish Red Ale",16
"1354","AXL Pale Ale",273,NA,NA,441,"American Pale Ale (APA)",16
"1355","Hop Freak",1884,0.087,80,285,"American Double / Imperial IPA",16
"1356","Louie's Demise Amber Ale",1272,0.051,24,285,"American Amber / Red Ale",16
"1357","Hop Happy",1080,0.075,51,285,"American IPA",16
"1358","Booyah Farmhouse Ale",932,0.065,20,285,"Saison / Farmhouse Ale",16
"1359","O-Gii",776,0.092,NA,285,"Witbier",16
"1360","Flaming Damsel Lager (2010)",172,0.048,18,285,"Vienna Lager",16
"1361","Louie’s Demise Immort-Ale (2010)",171,0.051,24,285,"American Amber / Red Ale",16
"1362","Axe Head Malt Liquor",2361,0.099,NA,135,"American Malt Liquor",24
"1363","Huber Bock (2014)",2359,0.054,NA,135,"Bock",16
"1364","Minhas Light (2012)",2358,0.04,NA,135,"Light Lager",12
"1365","Huber",2282,0.05,NA,135,"American Pale Lager",12
"1366","Clear Creek Ice",2281,0.062,NA,135,"American Pale Lager",16
"1367","Clear Creek Ice",2280,0.062,NA,135,"American Pale Lager",12
"1368","Mountain Crest",2279,0.055,NA,135,"American Pale Lager",16
"1369","Mountain Crest",2278,0.055,NA,135,"American Pale Lager",12
"1370","Mountain Creek (2013)",2277,0.055,NA,135,"American Pale Lager",12
"1371","Boxer",2276,0.05,NA,135,"American Adjunct Lager",24
"1372","Boxer Light",2275,0.042,NA,135,"Light Lager",12
"1373","Boxer Ice",2274,0.055,NA,135,"American Adjunct Lager",12
"1374","Boxer",2273,0.05,NA,135,"American Adjunct Lager",12
"1375","Cortez Gold",2442,0.05,NA,99,"Belgian Pale Ale",32
"1376","Mission IPA",2441,0.068,66,99,"American IPA",32
"1377","El Conquistador Extra Pale Ale",1460,0.048,44,99,"American Pale Ale (APA)",32
"1378","Shipwrecked Double IPA",1459,0.092,75,99,"American Double / Imperial IPA",32
"1379","Squeaky Bike Nut Brown Ale",1476,0.04,NA,400,"American Brown Ale",16
"1380","Dead Horse Amber",902,0.04,NA,400,"American Pale Wheat Ale",16
"1381","Rocket Bike American Lager",645,0.04,NA,400,"California Common / Steam Beer",16
"1382","Johnny's American IPA",644,0.04,NA,400,"American IPA",16
"1383","Boneshaker Brown Ale",337,0.055,NA,548,"English Brown Ale",24
"1384","Iron Mike Pale Ale",336,0.056,NA,548,"American Pale Ale (APA)",24
"1385","Monkadelic",2236,0.042,NA,190,"American Pale Ale (APA)",12
"1386","City of the Sun",2159,0.075,85,210,"American IPA",16
"1387","Booming Rollers",2157,0.068,75,210,"American IPA",16
"1388","Oneida",2156,0.052,50,210,"American Pale Ale (APA)",16
"1389","Aurora ",2154,0.067,75,210,"American Amber / Red Ale",16
"1390","Lomaland",1495,0.055,30,210,"Saison / Farmhouse Ale",16
"1391","Fortunate Islands",1494,0.047,46,210,"American Pale Wheat Ale",16
"1392","Black House",1493,0.058,40,210,"American Stout",16
"1393","Blazing World",1492,0.065,115,210,"American Amber / Red Ale",16
"1394","Wapiti Amber Ale",327,0.05,NA,550,"American Amber / Red Ale",12
"1395","Sweet Georgia Brown",719,0.054,NA,515,"American Brown Ale",16
"1396","Rich Man's IIPA",718,0.087,NA,515,"American Double / Imperial IPA",16
"1397","Monkey Paw Oatmeal Pale Ale",717,0.058,NA,515,"American Pale Ale (APA)",16
"1398","Montauk Summer Ale",1907,0.056,28,277,"American Blonde Ale",12
"1399","Driftwood Ale",1906,0.06,49,277,"Extra Special / Strong Bitter (ESB)",12
"1400","When Helles Freezes Over",1756,0.056,18,327,"Munich Helles Lager",12
"1401","Morgan Street Oktoberfest",1617,0.049,24,327,"Märzen / Oktoberfest",12
"1402","Honey Wheat",1052,0.047,14,327,"American Pale Wheat Ale",12
"1403","Black Bear Dark Lager",1051,0.046,24,327,"Schwarzbier",12
"1404","Golden Pilsner",1046,0.05,35,327,"German Pilsener",12
"1405","Cali Creamin'",2413,0.052,21,112,"Cream Ale",12
"1406","Second Wind Pale Ale",419,0.05,NA,541,"American Pale Ale (APA)",12
"1407","Sunny Haze",408,0.05,NA,541,"Hefeweizen",12
"1408","Towhead",2237,0.052,21,189,"American Blonde Ale",12
"1409","Lil' Helper",2208,0.07,70,189,"American IPA",12
"1410","Train Wreck",1952,0.082,NA,261,"American Amber / Red Ale",16
"1411","Full Moon Belgian White Ale",768,0.085,NA,508,"Witbier",12
"1412","Desert Magic IPA",625,0.072,NA,508,"American IPA",12
"1413","Up River Light",326,0.042,NA,508,"Light Lager",12
"1414","Full Moon Belgian White Ale (2007)",132,0.085,NA,508,"Witbier",12
"1415","Dry Heat Hefeweizen (2006)",131,0.055,NA,508,"Hefeweizen",12
"1416","Mustang Sixty-Six",1598,0.05,NA,367,"American Amber / Red Lager",12
"1417","Mustang '33",862,0.04,NA,367,"American Pale Lager",12
"1418","Session '33 (2011)",699,0.04,NA,367,"American Pale Lager",12
"1419","Mustang Golden Ale",421,0.053,10,367,"American Blonde Ale",12
"1420","Washita Wheat",420,0.053,14,367,"American Pale Wheat Ale",12
"1421","Gansett Light",2345,0.037,10,144,"Light Lager",16
"1422","Bohemian Pils",2224,0.052,30,144,"American Pilsner",16
"1423","Autocrat Coffee Milk Stout",1775,0.053,30,144,"Milk / Sweet Stout",16
"1424","Narragansett Bohemian Pilsner",1291,0.086,35,144,"German Pilsener",16
"1425","Narragansett Summer Ale",1093,0.042,24,144,"American Pale Wheat Ale",12
"1426","Narragansett Cream Ale",580,0.05,22,144,"Cream Ale",16
"1427","Narragansett Summer Ale",403,0.042,24,144,"American Pale Wheat Ale",16
"1428","Narragansett Porter",316,0.07,22,144,"American Porter",16
"1429","Narragansett Bock",315,0.065,32,144,"Bock",16
"1430","Narragansett Fest Lager",314,0.055,15,144,"Märzen / Oktoberfest",16
"1431","Undun Blonde Ale",1537,0.053,NA,388,"American Blonde Ale",16
"1432","CuDa Cascadian Dark Ale",1536,0.074,NA,388,"American Black Ale",16
"1433","Old Grogham Imperial India Pale Ale",1265,0.085,86,388,"American Double / Imperial IPA",16
"1434","Old Grogham Imperial India Pale Ale (2012)",747,0.085,86,388,"American Double / Imperial IPA",16
"1435","CuDa Cascadian Dark Ale (2012)",746,0.074,NA,388,"American Black Ale",16
"1436","Undun Blonde Ale (2012)",654,0.053,NA,388,"American Blonde Ale",16
"1437","Wick For Brains",1705,0.061,11,338,"Pumpkin Ale",12
"1438","Nebraska India Pale Ale",1148,0.065,65,338,"American IPA",12
"1439","EOS Hefeweizen",1147,0.048,10,338,"Hefeweizen",12
"1440","Brunette Nut Brown Ale",1146,0.048,15,338,"English Brown Ale",12
"1441","Cardinal Pale Ale",1145,0.057,29,338,"American Pale Ale (APA)",12
"1442","County Line IPA",1758,0.066,NA,326,"American IPA",12
"1443","Trauger Pilsner",1757,0.048,NA,326,"German Pilsener",12
"1444","Slow Ride",2475,0.045,40,83,"American IPA",12
"1445","Ranger IPA",2230,0.065,70,83,"American IPA",12
"1446","Shift",1987,0.05,29,83,"American Pale Lager",12
"1447","1554 Black Lager",1978,0.056,21,83,"Euro Dark Lager",12
"1448","Blue Paddle",1975,0.048,NA,83,"Czech Pilsener",12
"1449","California Route",1737,0.055,NA,83,"American Amber / Red Lager",12
"1450","Snapshot",1707,0.052,NA,83,"American Pale Wheat Ale",16
"1451","Sunshine Wheat Beer",1690,0.048,NA,83,"American Pale Wheat Ale",12
"1452","Fat Tire Amber Ale",1586,0.052,18,83,"American Amber / Red Ale",12
"1453","Shift (1)",952,0.05,29,83,"American Pale Lager",12
"1454","Fat Tire Amber Ale (2011)",748,0.052,18,83,"American Amber / Red Ale",12
"1455","Shift",578,0.05,29,83,"American Pale Lager",16
"1456","Ranger IPA",564,0.065,70,83,"American IPA",16
"1457","Fat Tire Amber Ale",563,0.052,18,83,"American Amber / Red Ale",16
"1458","Ranger IPA (Current)",115,0.065,70,83,"American IPA",12
"1459","Sunshine Wheat Beer (2009)",72,0.048,NA,83,"American Pale Wheat Ale",12
"1460","Fat Tire Amber Ale (2008)",71,0.052,18,83,"American Amber / Red Ale",12
"1461","Weiss Trash Culture",1417,0.034,6,411,"Berliner Weissbier",12
"1462","Sea Hag IPA",885,0.062,NA,411,"American IPA",12
"1463","Elm City Pilsner",884,0.05,NA,411,"American Pilsner",12
"1464","Atlantic Amber Ale (2004)",757,0.05,NA,411,"American Amber / Red Ale",12
"1465","668 Neighbor of the Beast12 oz.",568,0.09,NA,411,"Belgian Pale Ale",12
"1466","Gandhi-Bot Double IPA (12 oz.)",320,0.088,85,411,"American Double / Imperial IPA",12
"1467","668 Neighbor of the Beast (16 oz.) (2010)",43,0.09,NA,411,"Belgian Pale Ale",16
"1468","Gandhi-Bot Double IPA (16 oz.) (2010)",42,0.088,85,411,"American Double / Imperial IPA",16
"1469","Elm City Lager (2007)",41,0.05,NA,411,"American Pilsner",12
"1470","Atlantic Amber Ale (2007)",40,0.05,NA,411,"American Amber / Red Ale",12
"1471","Sea Hag IPA (Current)",39,0.062,NA,411,"American IPA",12
"1472","Rebirth Pale Ale",2272,0.05,NA,175,"American Pale Ale (APA)",12
"1473","Irish Channel Stout",1582,0.068,NA,175,"American Stout",16
"1474","MechaHopzilla",1114,0.088,NA,175,"American Double / Imperial IPA",16
"1475","Hopitoulas IPA",486,0.065,NA,175,"American IPA",16
"1476","NOLA Brown Ale",485,0.039,NA,175,"English Dark Mild Ale",12
"1477","NOLA Blonde Ale",484,0.049,NA,175,"American Blonde Ale",12
"1478","Skylight",2043,0.056,20,242,"Dunkelweizen",12
"1479","Kadigan",2042,0.056,30,242,"American Blonde Ale",12
"1480","Dammit Jim!",2041,0.052,50,242,"American Amber / Red Ale",12
"1481","Nut Brown Ale",646,0.054,NA,519,"English Brown Ale",12
"1482","White Ale",165,0.046,NA,519,"Witbier",12
"1483","Cream Ale",2050,0.042,35,239,"Cream Ale",12
"1484","Green Head IPA",915,0.072,NA,496,"American IPA",12
"1485","Plum Island Belgian White",914,0.054,NA,496,"Witbier",12
"1486","Newburyport Pale Ale",913,0.055,NA,496,"American Pale Ale (APA)",12
"1487","Marblehead",1811,0.055,NA,306,"American Amber / Red Ale",16
"1488","Jam Session",1622,0.051,31,360,"American Pale Ale (APA)",16
"1489","Hop Drop 'N Roll IPA",1621,0.072,80,360,"American IPA",16
"1490","Paleo IPA",1307,0.06,NA,432,"English India Pale Ale (IPA)",12
"1491","Buck Snort Stout",1306,0.061,NA,432,"American Stout",12
"1492","Station 33 Firehouse Red",1305,0.055,NA,432,"Irish Red Ale",12
"1493","Slimy Pebble Pils",1304,0.045,NA,432,"German Pilsener",12
"1494","Get Together",2692,0.045,50,1,"American IPA",16
"1495","Maggie's Leap",2691,0.049,26,1,"Milk / Sweet Stout",16
"1496","Wall's End",2690,0.048,19,1,"English Brown Ale",16
"1497","Pumpion",2689,0.06,38,1,"Pumpkin Ale",16
"1498","Stronghold",2688,0.06,25,1,"American Porter",16
"1499","Parapet ESB",2687,0.056,47,1,"Extra Special / Strong Bitter (ESB)",16
"1500","Blue Boots IPA",1854,0.069,NA,294,"American IPA",16
"1501","Hoppy Bitch IPA",1227,0.063,NA,451,"American IPA",16
"1502","Three Skulls Ale Pale Ale",1226,0.063,42,451,"American Pale Ale (APA)",16
"1503","Walter's Premium Pilsener Beer",541,0.045,NA,530,"German Pilsener",12
"1504","Floppin' Crappie",109,0.045,NA,530,"American Pale Wheat Ale",12
"1505","Left of the Dial IPA",1917,0.043,NA,272,"American IPA",12
"1506","Notch Session Pils",1190,0.04,NA,272,"Czech Pilsener",12
"1507","O'Fallon Pumpkin Beer",1264,0.055,NA,443,"Pumpkin Ale",12
"1508","5 Day IPA",1258,0.061,66,443,"American IPA",12
"1509","O'Fallon Wheach",128,0.051,7,443,"Fruit / Vegetable Beer",12
